id,FAMSIZE,SEX,AGE,MARST,BIRTHYR,YRMARR,RACE,HISPAN,HCOVANY,EDUC,CLASSWKR,UHRSWORK,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,DIFFHEAR,VETSTAT,DEPARTS,ARRIVES,GCHOUSE,WORK_STATUS,DIVINYR,WIDINYR
4937,4,male,66,Married,1950,1991,white,0,1,College or greater,Works for wages,0,No,14400,104400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4938,2,female,78,Married,1938,1964,white,0,1,Less than high school,Works for wages,0,No,10700,25880,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4939,1,male,65,Married,1951,1981,white,0,1,High school,Works for wages,24,Yes,56000,56000,42000,0,0,1,Not a veteran,PM,PM,0,Employed,0,0
4940,3,female,79,Widowed,1937,1958,Otherse,1,1,Less than high school,Works for wages,0,No,10700,85400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4941,2,male,66,Married,1950,1973,white,0,1,College or greater,Self-employed,35,Yes,60000,60200,0,60000,0,0,Not a veteran,PM,PM,0,Employed,0,0
4942,1,female,84,Divorced,1932,1971,white,0,1,College or greater,Works for wages,0,No,49900,49900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4943,2,male,67,Married,1949,1972,white,1,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",13700,21200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
4944,2,male,74,Married,1942,1991,white,0,1,College or greater,Works for wages,40,Yes,179200,196800,129000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4945,4,male,65,Married,1951,1973,Asian,0,1,College or greater,Works for wages,30,Yes,48000,124400,20000,10000,0,0,Not a veteran,PM,PM,0,Employed,0,0
4946,1,male,76,Never married,1940,0,white,0,1,High school,Works for wages,0,No,37900,37900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
4947,3,female,68,Divorced,1948,1965,white,0,1,College or greater,Works for wages,0,No,19620,19620,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4948,2,male,71,Married,1945,1970,Asian,0,1,College or greater,Works for wages,16,Yes,45800,52700,14000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
4949,2,female,74,Never married,1942,0,white,0,1,College or greater,Works for wages,0,No,49000,81000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,NA,NA
4950,2,male,76,Married,1940,1992,white,0,1,High school,Works for wages,0,No,40000,43800,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
4951,12,female,66,Never married,1950,0,Otherse,0,1,High school,Works for wages,96,Yes,6000,65800,6000,0,0,0,Not a veteran,PM,PM,1,Employed,NA,NA
4952,2,male,69,Married,1947,2011,white,0,1,High school,Self-employed,0,No,23000,38000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
4953,4,male,71,Married,1945,1974,white,0,1,College or greater,Self-employed,50,Yes,493600,625200,0,349000,0,0,Not a veteran,PM,PM,0,Employed,0,0
4954,2,male,89,Married,1927,1945,white,0,1,College or greater,Works for wages,0,No,60300,98000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
4955,1,female,94,Widowed,1922,1948,white,0,1,College or greater,Self-employed,0,No,15000,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4956,1,male,81,Widowed,1935,1975,white,0,1,College or greater,Works for wages,0,No,35100,35100,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
4957,4,male,72,Never married,1944,0,white,1,1,Less than high school,Works for wages,40,Yes,75000,129400,75000,0,0,0,Not a veteran,PM,PM,0,Employed,NA,NA
4958,2,female,70,Married,1946,1966,white,0,1,High school,Works for wages,0,No,10500,46500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4959,1,male,82,Widowed,1934,1961,Otherse,1,1,Less than high school,Self-employed,0,No,0,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4960,2,female,75,Married,1941,1958,white,0,1,High school,Self-employed,0,No,59500,122900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4961,2,male,76,Widowed,1940,1963,white,0,1,College or greater,Works for wages,0,No,31000,67600,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
4962,1,male,78,Married,1938,1972,white,0,1,Less than high school,Works for wages,0,No,6000,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4963,5,male,73,Married,1943,1964,white,0,1,College or greater,Self-employed,30,Yes,22380,113580,0,5300,0,0,Not a veteran,PM,PM,0,Employed,0,0
4964,2,male,74,Married,1942,1983,white,0,1,College or greater,Works for wages,0,No,11400,32400,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
4965,2,female,65,Widowed,1951,1997,Black,0,1,College or greater,Works for wages,0,No,7800,7800,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
4966,2,female,82,Married,1934,1971,white,0,1,College or greater,Works for wages,0,No,19200,86200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4967,4,male,67,Married,1949,1979,Asian,0,1,High school,Self-employed,2,Yes,980,109980,0,530,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4968,2,male,72,Married,1944,1973,white,0,1,College or greater,Self-employed,40,Yes,425000,437000,200000,150000,0,0,Veteran,PM,PM,0,Employed,0,0
4969,2,male,68,Married,1948,1980,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",114000,147000,0,0,0,0,Not a veteran,NA,NA,0,Unemployed,0,0
4970,2,male,68,Married,1948,1968,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",22500,51200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4971,2,male,65,Married,1951,1971,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",66500,84600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4972,1,male,84,Widowed,1932,1957,white,0,1,High school,Works for wages,0,No,41000,41000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,1
4973,1,female,71,Divorced,1945,1972,white,0,1,College or greater,Self-employed,6,Yes,20300,20300,500,500,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4974,2,female,66,Married,1950,1986,white,0,1,College or greater,Works for wages,0,No,23610,33010,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4975,3,male,70,Married,1946,2007,white,1,1,College or greater,Self-employed,0,No,94000,171000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
4976,3,male,72,Married,1944,1968,white,0,1,High school,Works for wages,0,No,90000,268700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4977,2,male,76,Married,1940,1986,white,0,1,College or greater,Works for wages,0,No,18900,36800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4978,1,female,94,Widowed,1922,1992,Otherse,1,1,High school,Works for wages,0,No,25400,25400,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
4979,2,female,73,Married,1943,1967,white,1,1,Less than high school,Works for wages,0,No,7600,48730,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4980,2,male,65,Divorced,1951,1970,white,0,1,College or greater,Works for wages,55,Yes,60000,118100,40000,0,0,0,Veteran,PM,PM,0,Employed,0,0
4981,2,male,66,Married,1950,1977,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",69100,78400,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
4982,2,female,87,Divorced,1929,1953,white,0,1,High school,Works for wages,0,No,22800,47200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4983,2,male,77,Married,1939,1985,white,0,1,College or greater,Works for wages,0,No,53200,73300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4984,1,female,65,Widowed,1951,1983,white,1,1,Less than high school,Works for wages,18,Yes,16600,16600,6700,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
4985,2,male,84,Married,1932,1955,white,0,1,High school,Works for wages,0,No,14600,25200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
4986,1,female,89,Widowed,1927,1946,white,0,1,High school,Self-employed,0,No,1300,1300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4987,1,male,68,Never married,1948,0,white,0,1,College or greater,Works for wages,0,No,32000,32000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
4988,3,female,71,Widowed,1945,1974,white,0,1,College or greater,Works for wages,0,No,98600,186600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4989,2,female,74,Married,1942,1970,white,0,1,College or greater,Works for wages,0,No,309400,326400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4990,2,female,77,Married,1939,1962,white,0,1,College or greater,Works for wages,0,No,33000,95340,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4991,2,female,68,Married,1948,1997,white,0,1,College or greater,Works for wages,55,Yes,296000,344200,180000,80000,0,0,Not a veteran,PM,PM,0,Employed,0,0
4992,2,male,71,Married,1945,2005,white,0,1,High school,Works for wages,0,No,38000,49000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4993,1,female,70,Never married,1946,0,Asian,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",26500,26500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
4994,1,female,86,Widowed,1930,1980,Asian,0,1,High school,Works for wages,0,No,2000,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
4995,2,male,84,Married,1932,1955,white,0,1,College or greater,Works for wages,0,No,38040,55840,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
4996,5,female,86,Divorced,1930,1950,white,0,1,College or greater,Works for wages,0,No,10200,969890,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4997,2,female,71,Married,1945,1962,Asian,0,1,High school,Works for wages,0,No,15800,125160,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4998,3,female,67,Widowed,1949,1973,Asian,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",6650,114650,0,0,150,0,Not a veteran,NA,NA,0,Not in labor force,0,0
4999,2,female,77,Married,1939,1976,white,0,1,High school,Works for wages,0,No,11000,30000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5000,2,male,72,Married,1944,1974,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",64800,147300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5001,2,male,67,Married,1949,1982,white,0,1,College or greater,Works for wages,0,No,20700,59200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5002,1,female,76,Never married,1940,0,white,0,1,College or greater,Self-employed,0,No,30900,30900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
5003,2,female,80,Widowed,1936,1993,white,0,1,College or greater,Works for wages,0,No,40000,40000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5004,2,female,68,Married,1948,2013,white,0,1,College or greater,Works for wages,0,No,15000,18600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5005,2,male,70,Married,1946,2004,white,1,1,College or greater,Works for wages,0,No,31200,31200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5006,2,male,70,Married,1946,1968,white,0,1,High school,Works for wages,0,No,49500,59200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5007,1,female,72,Divorced,1944,1987,white,0,1,College or greater,Works for wages,0,No,38900,38900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1,0
5008,2,female,82,Married,1934,1958,white,0,1,High school,Works for wages,0,No,25460,67300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5009,2,male,79,Married,1937,1983,white,0,1,High school,Works for wages,0,No,37000,58200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5010,2,female,68,Married,1948,1971,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",23000,68800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5011,2,female,79,Widowed,1937,1984,Asian,0,1,High school,Works for wages,0,No,24800,82004,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,1
5012,2,male,82,Married,1934,1982,white,0,1,College or greater,Works for wages,0,No,15000,86000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
5013,2,female,68,Widowed,1948,1998,Asian,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",70000,94000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5014,2,female,65,Married,1951,1980,white,0,1,High school,Works for wages,0,No,41200,84400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5015,1,female,66,Divorced,1950,1988,white,0,1,College or greater,Self-employed,50,Yes,326000,326000,0,286000,0,0,Not a veteran,PM,PM,0,Employed,0,0
5016,3,male,66,Married,1950,1972,white,0,1,College or greater,Works for wages,32,Yes,81700,139660,16300,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5017,2,male,76,Married,1940,1963,white,0,1,College or greater,Works for wages,0,No,10010,23110,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
5018,2,male,86,Married,1930,1955,white,0,1,High school,Works for wages,0,No,31204,34824,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5019,1,female,72,Divorced,1944,1966,white,0,1,College or greater,Works for wages,50,Yes,169400,169400,140000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
5020,2,male,69,Married,1947,1997,white,0,1,College or greater,Works for wages,0,No,52200,139200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5021,2,male,70,Married,1946,1985,white,0,1,College or greater,Works for wages,0,No,42000,80600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5022,1,female,77,Never married,1939,0,white,0,1,College or greater,Works for wages,0,No,40700,40700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
5023,2,female,70,Married,1946,1967,white,0,1,College or greater,Works for wages,10,Yes,12100,51700,4500,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
5024,2,male,80,Married,1936,1989,white,0,1,High school,Works for wages,0,No,32100,39100,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
5025,1,female,66,Widowed,1950,1972,white,0,1,College or greater,Works for wages,10,Yes,45240,45240,1400,840,0,0,Not a veteran,NA,NA,0,Employed,0,0
5026,2,male,67,Married,1949,1968,white,1,1,High school,Works for wages,0,No,37200,48900,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5027,1,female,77,Never married,1939,0,white,0,1,College or greater,Self-employed,40,Yes,25000,25000,0,12000,0,0,Not a veteran,PM,PM,0,Employed,NA,NA
5028,2,male,88,Married,1928,1947,white,0,1,High school,Works for wages,0,No,23500,41800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5029,2,female,78,Married,1938,1957,white,0,1,College or greater,Works for wages,0,No,12900,30500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5030,2,male,68,Married,1948,1974,white,0,1,College or greater,Works for wages,40,Yes,315000,327000,130000,100000,0,0,Not a veteran,PM,PM,0,Employed,0,0
5031,2,male,68,Married,1948,1974,white,0,1,High school,Works for wages,0,No,20400,29900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5032,1,female,77,Widowed,1939,1974,white,0,1,High school,Works for wages,0,No,9000,9000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,1
5033,2,male,71,Married,1945,1967,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",42080,52880,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5034,6,male,71,Married,1945,1982,white,0,1,College or greater,Works for wages,0,No,33000,110800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5035,3,female,72,Married,1944,1970,white,0,1,College or greater,Works for wages,0,No,8000,144800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5036,1,female,65,Divorced,1951,1975,white,0,1,College or greater,Works for wages,40,Yes,61000,61000,31000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
5037,2,male,68,Married,1948,1969,white,0,1,High school,Works for wages,4,Yes,47000,144200,18000,0,0,0,Veteran,NA,NA,0,Employed,0,0
5038,2,male,72,Married,1944,1964,white,0,1,High school,Works for wages,0,No,25004,184004,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
5039,2,female,81,Married,1935,1966,white,0,1,High school,Works for wages,0,No,8170,27280,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5040,2,male,68,Married,1948,1972,white,0,1,College or greater,Works for wages,60,Yes,84500,110900,52000,0,0,0,Not a veteran,NA,NA,0,Employed,0,0
5041,2,female,71,Divorced,1945,1986,white,1,1,Less than high school,Works for wages,0,No,9900,9900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5042,4,female,70,Married,1946,1963,white,1,1,Less than high school,Works for wages,24,Yes,21400,110500,13000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
5043,1,female,82,Widowed,1934,1952,white,0,1,High school,Works for wages,0,No,15300,15300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5044,2,female,77,Married,1939,1985,Asian,0,1,High school,Works for wages,0,No,6820,13640,0,0,220,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5045,2,male,65,Married,1951,1974,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",0,82000,0,0,0,1,Not a veteran,NA,NA,0,Unemployed,0,0
5046,5,female,70,Married,1946,1965,white,0,1,High school,Works for wages,0,No,25400,69600,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
5047,3,female,69,Divorced,1947,1966,white,0,1,High school,Self-employed,0,No,23600,149000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5048,2,male,68,Married,1948,1976,white,1,1,College or greater,Works for wages,0,No,77000,77000,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
5049,2,female,74,Married,1942,1964,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",6000,68000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5050,2,female,65,Married,1951,1990,white,0,1,College or greater,Works for wages,0,No,68001,116001,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5051,3,female,79,Never married,1937,0,white,0,1,College or greater,Works for wages,0,No,143000,167000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
5052,1,female,83,Widowed,1933,1960,white,0,1,College or greater,Self-employed,0,No,29200,29200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5053,2,male,75,Married,1941,1963,white,0,1,High school,Works for wages,8,Yes,5000,8000,5000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
5054,1,female,74,Never married,1942,0,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",1800,1800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
5055,2,male,69,Married,1947,1969,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",307000,434000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5056,3,female,71,Married,1945,1964,white,0,1,Less than high school,Works for wages,0,No,0,5000,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
5057,1,female,65,Married,1951,1991,white,0,1,College or greater,Works for wages,0,No,15600,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5058,1,female,66,Divorced,1950,1982,white,0,1,College or greater,Works for wages,40,Yes,122000,122000,88000,0,0,0,Not a veteran,NA,NA,0,Employed,0,0
5059,2,male,82,Married,1934,1977,white,1,1,High school,Works for wages,0,No,12000,19000,0,0,5000,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5060,3,male,89,Widowed,1927,1948,white,0,1,High school,Works for wages,0,No,12000,49000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5061,3,male,65,Married,1951,1988,white,0,1,High school,Works for wages,48,Yes,41000,88000,41000,0,0,0,Veteran,PM,PM,0,Employed,0,0
5062,1,male,79,Divorced,1937,1960,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",15800,15800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5063,2,female,67,Widowed,1949,1967,white,0,1,High school,Works for wages,16,Yes,26200,34900,8000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5064,1,female,76,Widowed,1940,1985,Black,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",52900,52900,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
5065,2,male,70,Married,1946,1998,white,0,1,College or greater,Works for wages,0,No,133500,143900,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5066,2,male,77,Divorced,1939,1972,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",20280,285500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5067,2,female,80,Married,1936,1974,white,0,1,College or greater,Works for wages,0,No,71000,126500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5068,2,male,74,Married,1942,1969,white,0,1,Less than high school,Works for wages,0,No,7500,27000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5069,2,female,69,Married,1947,1982,white,0,1,College or greater,Works for wages,0,No,8900,198110,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5070,2,male,66,Married,1950,1975,white,0,1,College or greater,Works for wages,30,Yes,64500,88500,54000,0,0,0,Not a veteran,NA,NA,0,Employed,0,0
5071,2,female,77,Married,1939,1964,white,0,1,College or greater,Works for wages,0,No,98600,568600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5072,1,female,88,Widowed,1928,1947,white,0,1,High school,Works for wages,0,No,31200,31200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5073,1,female,75,Divorced,1941,1960,white,0,1,College or greater,Self-employed,15,Yes,78100,78100,0,52000,0,0,Not a veteran,PM,PM,0,Employed,0,0
5074,1,female,73,Widowed,1943,1963,Otherse,1,1,Less than high school,Works for wages,0,No,10700,10700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5075,2,female,76,Married,1940,1976,white,0,1,College or greater,Works for wages,0,No,29100,54400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5076,2,male,68,Married,1948,1970,white,0,1,High school,Works for wages,0,No,44400,114400,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5077,2,female,76,Married,1940,1995,white,0,1,College or greater,Works for wages,0,No,82400,105900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5078,2,female,66,Married,1950,1977,white,0,1,Less than high school,Works for wages,40,Yes,70000,109000,70000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
5079,1,female,87,Never married,1929,0,white,0,1,High school,Works for wages,22,Yes,68600,68600,45500,0,0,0,Not a veteran,PM,PM,0,Employed,NA,NA
5080,2,female,65,Divorced,1951,1984,white,0,1,College or greater,Works for wages,60,Yes,100000,100000,100000,0,0,0,Not a veteran,NA,NA,0,Employed,0,0
5081,2,female,74,Married,1942,1967,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",127000,279000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5082,1,female,72,Widowed,1944,1964,white,0,1,High school,Works for wages,0,No,31300,31300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5083,3,male,67,Married,1949,1971,white,0,1,High school,Works for wages,0,No,63000,97400,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5084,2,female,73,Married,1943,1964,white,0,1,College or greater,Self-employed,0,No,8400,59100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5085,2,male,67,Married,1949,1970,white,0,1,High school,Self-employed,40,Yes,79200,106600,52000,0,0,0,Not a veteran,NA,NA,0,Employed,0,0
5086,1,male,73,Divorced,1943,1976,white,0,1,High school,Works for wages,0,No,18330,18330,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5087,1,female,70,Divorced,1946,1964,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",14600,14600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5088,3,male,66,Never married,1950,0,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",11000,101000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
5089,2,male,67,Married,1949,1997,white,0,1,High school,Works for wages,20,Yes,43200,43200,15000,0,0,1,Not a veteran,PM,PM,0,Employed,0,0
5090,1,female,87,Widowed,1929,1945,Black,0,1,College or greater,Works for wages,0,No,37100,37100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5091,2,male,80,Married,1936,1960,white,0,1,High school,Works for wages,0,No,36000,44800,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
5092,2,male,67,Divorced,1949,1978,white,0,1,College or greater,Works for wages,20,Yes,40200,500,40000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
5093,2,male,66,Married,1950,1977,Otherse,0,1,College or greater,Works for wages,40,Yes,203000,289400,35000,7000,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5094,2,male,86,Married,1930,1991,white,0,1,High school,Works for wages,0,No,30000,45000,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
5095,1,female,83,Divorced,1933,1982,Black,0,1,College or greater,Works for wages,0,No,6300,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5096,1,male,84,Widowed,1932,1955,white,0,1,College or greater,Self-employed,0,No,43000,43000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,1
5097,1,female,71,Divorced,1945,1967,Asian,0,1,High school,Works for wages,0,No,16800,16800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5098,2,female,67,Married,1949,1968,white,0,1,High school,Works for wages,0,No,9100,26300,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5099,2,male,68,Married,1948,1976,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",70600,83800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5100,2,male,71,Married,1945,1980,Black,0,1,High school,Works for wages,45,Yes,89800,130660,58000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
5101,6,female,82,Married,1934,1966,white,0,1,College or greater,Self-employed,0,No,9300,25500,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
5102,1,female,90,Widowed,1926,1946,white,0,1,High school,Works for wages,0,No,42800,42800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
5103,1,female,79,Widowed,1937,1965,Black,0,1,High school,Works for wages,0,No,6000,6000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,1
5104,2,male,66,Married,1950,1976,Black,0,1,College or greater,Self-employed,50,Yes,111400,135400,0,79000,0,0,Veteran,NA,NA,0,Employed,0,0
5105,1,female,76,Never married,1940,0,white,0,1,High school,Works for wages,0,No,31800,31800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
5106,2,male,73,Married,1943,1986,white,0,1,College or greater,Works for wages,21,Yes,31700,116100,9900,0,0,0,Veteran,PM,PM,0,Employed,0,0
