FAMSIZE,SEX,AGE,MARST,BIRTHYR,YRMARR,RACE,HISPAN,HCOVANY,EDUC,CLASSWKR,UHRSWORK,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,VETDISAB,DIFFHEAR,VETSTAT,DEPARTS,ARRIVES,GCHOUSE,WORK_STATUS,id
2,male,66,Married,1950,1974,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",19000,19000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1348
2,male,65,Married,1951,1982,white,0,1,College or greater,Works for wages,40,Yes,79700,98000,66000,0,0,1,0,Veteran,PM,PM,0,Employed,1349
2,male,66,Married,1950,1976,white,0,1,High school,Works for wages,0,No,38600,38600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1350
4,male,65,Married,1951,1973,white,0,1,College or greater,Works for wages,0,No,52800,88200,0,0,0,6,0,Veteran,NA,NA,1,Not in labor force,1351
2,male,75,Married,1941,1963,white,0,1,High school,Self-employed,30,Yes,68000,78400,0,45000,0,0,1,Not a veteran,NA,NA,0,Employed,1352
2,female,86,Widowed,1930,1946,Black,0,1,High school,Self-employed,0,No,13300,101100,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1353
2,male,73,Married,1943,1967,white,0,1,High school,Works for wages,0,No,25200,146010,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1354
2,female,86,Married,1930,1958,white,0,1,College or greater,Self-employed,0,No,3600,42250,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1355
2,female,83,Widowed,1933,1950,Black,0,1,High school,Works for wages,0,No,21700,30700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1356
1,female,94,Widowed,1922,1959,Black,0,1,Less than high school,Works for wages,0,No,4300,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1357
3,female,78,Married,1938,1956,white,0,1,High school,Self-employed,0,No,13250,55250,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1358
2,female,94,Married,1922,1943,white,0,1,High school,Works for wages,0,No,4200,14030,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1359
3,female,94,Married,1922,1955,white,0,1,High school,Works for wages,0,No,12000,39900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1360
5,female,78,Married,1938,1959,white,1,1,Less than high school,Works for wages,0,No,6500,75200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1361
4,female,73,Widowed,1943,1967,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",61600,183200,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,1362
2,male,72,Married,1944,1969,white,0,1,College or greater,Works for wages,0,No,184000,193000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1363
1,female,67,Divorced,1949,1970,white,0,1,College or greater,Works for wages,80,Yes,176600,176600,18000,0,0,0,0,Not a veteran,NA,NA,0,Employed,1364
1,female,76,Never married,1940,0,white,0,1,College or greater,Works for wages,0,No,29000,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1365
2,female,65,Married,1951,1969,Black,0,1,High school,Works for wages,40,Yes,250000,265000,250000,0,0,0,0,Not a veteran,PM,PM,0,Employed,1366
2,female,73,Married,1943,1962,Otherse,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",13000,33000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1367
7,male,73,Married,1943,1972,Otherse,1,1,High school,Works for wages,0,No,13200,126400,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,1368
2,male,69,Married,1947,1969,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",36000,88000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1369
1,female,86,Widowed,1930,1951,white,0,1,College or greater,Works for wages,0,No,25700,25700,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1370
1,female,69,Divorced,1947,1982,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",9700,9700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1371
2,male,87,Married,1929,1950,white,0,1,High school,Works for wages,0,No,3420,10420,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1372
2,female,82,Married,1934,1951,white,0,1,High school,Works for wages,0,No,8700,17400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1373
2,male,72,Married,1944,1999,white,0,1,High school,Works for wages,0,No,18000,80000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1374
1,female,72,Divorced,1944,1977,white,0,1,College or greater,Works for wages,0,No,40000,40000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1375
2,female,67,Married,1949,1996,white,0,1,College or greater,Works for wages,0,No,0,73200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1376
1,male,68,Widowed,1948,1989,white,0,1,Less than high school,Works for wages,0,No,13000,13000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1377
2,male,70,Married,1946,1967,white,0,1,College or greater,Works for wages,0,No,48500,56300,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1378
7,male,70,Married,1946,1968,white,0,1,High school,Works for wages,0,No,64500,134650,0,0,0,6,0,Veteran,NA,NA,0,Not in labor force,1379
1,male,83,Divorced,1933,1990,white,0,1,College or greater,Works for wages,0,No,57000,57000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1380
1,female,83,Widowed,1933,1959,white,0,1,High school,Works for wages,0,No,25300,25300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1381
1,female,84,Widowed,1932,1981,white,0,1,Less than high school,Works for wages,0,No,21200,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1382
1,male,76,Divorced,1940,1968,white,0,1,High school,Works for wages,0,No,10000,10000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1383
2,male,78,Married,1938,1967,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",12000,21000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1384
2,female,67,Married,1949,1975,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",0,94000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1385
1,female,78,Married,1938,1979,white,0,1,High school,Works for wages,0,No,7200,7200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1386
2,male,66,Married,1950,1969,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",15000,35000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1387
2,male,71,Married,1945,1971,white,0,1,High school,Self-employed,6,Yes,57570,69570,0,50000,0,0,0,Not a veteran,PM,PM,0,Employed,1388
2,male,84,Married,1932,1956,white,0,1,High school,Self-employed,0,"No, but worked 1-5 yrs age",9300,16300,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1389
2,female,65,Married,1951,1995,white,0,1,College or greater,Works for wages,40,Yes,37500,89530,37500,0,0,0,0,Not a veteran,PM,PM,0,Employed,1390
2,female,68,Married,1948,1970,white,0,1,College or greater,Works for wages,0,No,19000,35500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1391
2,male,80,Married,1936,1957,white,0,1,College or greater,Works for wages,0,No,21200,40000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1392
1,male,82,Widowed,1934,1958,white,0,1,College or greater,Works for wages,0,No,63800,63800,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1393
2,female,67,Married,1949,1966,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",11200,27200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1394
2,male,69,Married,1947,1968,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",8000,21800,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1395
2,male,65,Married,1951,1976,white,0,1,College or greater,Self-employed,20,Yes,19490,55890,10400,0,0,0,0,Not a veteran,NA,NA,0,Employed,1396
2,female,69,Married,1947,1988,white,0,1,College or greater,Self-employed,16,Yes,21000,37480,0,14000,0,0,0,Not a veteran,PM,PM,0,Employed,1397
2,female,72,Widowed,1944,1969,white,0,1,High school,Works for wages,34,Yes,20400,47400,6400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1398
2,female,70,Married,1946,1961,white,0,1,College or greater,Works for wages,0,No,10800,117800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1399
2,female,81,Married,1935,2009,white,0,1,High school,Works for wages,0,No,36000,106000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1400
3,female,65,Married,1951,2004,white,0,1,High school,Works for wages,0,No,0,65700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1401
2,male,71,Married,1945,1968,white,0,1,College or greater,Works for wages,0,No,110000,126800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1402
2,female,75,Married,1941,1962,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",8700,31700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1403
2,female,68,Married,1948,1970,white,0,1,High school,Works for wages,40,Yes,87000,136000,63000,0,0,0,0,Not a veteran,PM,PM,0,Employed,1404
2,male,65,Married,1951,1997,white,0,1,College or greater,Works for wages,45,Yes,48800,74200,48000,0,0,1,0,Not a veteran,PM,PM,0,Employed,1405
2,male,72,Married,1944,1975,white,0,1,College or greater,Works for wages,0,No,8900,19400,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1406
1,male,70,Divorced,1946,1993,white,0,1,High school,Works for wages,0,No,13000,13000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1407
2,female,84,Married,1932,1950,white,0,1,Less than high school,Works for wages,0,No,6400,25600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1408
1,male,66,Married,1950,1979,Black,0,1,Less than high school,Works for wages,0,No,19800,19800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1409
2,female,74,Married,1942,1961,white,0,1,High school,Self-employed,30,Yes,20000,46500,5000,0,0,0,0,Not a veteran,PM,PM,0,Employed,1410
2,male,66,Married,1950,1968,white,0,1,High school,Works for wages,0,No,24000,36000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1411
2,female,89,Widowed,1927,1946,white,0,1,High school,Self-employed,0,No,15820,23820,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1412
2,male,80,Married,1936,1967,white,0,1,High school,Works for wages,0,No,12000,25200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1413
2,male,77,Married,1939,1967,white,0,1,High school,Works for wages,0,No,14800,22700,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1414
1,female,81,Widowed,1935,1997,white,0,1,College or greater,Works for wages,0,No,99500,99500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1415
1,male,91,Widowed,1925,1968,white,0,1,College or greater,Works for wages,0,No,21500,9999999,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1416
3,female,68,Married,1948,1968,white,0,1,High school,Works for wages,40,Yes,93900,134200,68000,0,0,0,0,Not a veteran,PM,PM,0,Employed,1417
2,male,66,Married,1950,1985,white,0,1,High school,Self-employed,0,No,83000,93200,0,0,0,6,0,Veteran,NA,NA,0,Not in labor force,1418
2,male,84,Married,1932,1956,white,0,1,College or greater,Works for wages,0,No,24000,39000,0,0,0,4,0,Veteran,NA,NA,0,Not in labor force,1419
1,female,90,Widowed,1926,1957,Black,0,1,College or greater,Self-employed,24,Yes,95900,95900,0,62000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1420
7,male,73,Widowed,1943,1987,white,0,1,High school,Works for wages,0,No,0,87900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1421
1,male,78,Widowed,1938,1968,white,0,1,College or greater,Works for wages,0,No,3450,3450,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1422
1,female,66,Divorced,1950,1981,white,0,1,High school,Self-employed,0,No,20400,20400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1423
3,male,71,Married,1945,1968,Black,0,1,High school,Works for wages,5,Yes,23000,135000,5000,0,0,0,0,Not a veteran,PM,PM,0,Employed,1424
2,male,69,Married,1947,1981,white,0,1,Less than high school,Works for wages,40,Yes,61000,123300,43000,0,0,0,0,Not a veteran,PM,PM,0,Employed,1425
1,male,67,Never married,1949,0,Asian,0,1,College or greater,Self-employed,20,Yes,16400,16400,0,6000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1426
3,female,73,Married,1943,1972,white,0,1,Less than high school,Works for wages,0,No,13700,55100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1427
1,male,67,Divorced,1949,1987,white,0,1,College or greater,Works for wages,36,Yes,51200,51200,35000,0,0,1,0,Not a veteran,PM,PM,0,Employed,1428
2,female,66,Married,1950,1976,Asian,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",10600,352000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1429
2,male,80,Married,1936,1963,white,0,1,High school,Works for wages,0,No,132000,386000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1430
2,male,69,Married,1947,1973,white,0,1,College or greater,Works for wages,60,Yes,867000,897000,543000,80000,0,0,1,Not a veteran,PM,PM,0,Employed,1431
1,female,75,Divorced,1941,1963,white,0,1,College or greater,Works for wages,0,No,53910,53910,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1432
4,male,72,Married,1944,1971,white,1,1,Less than high school,Works for wages,0,No,1600,108000,0,0,1600,0,1,Not a veteran,NA,NA,0,Not in labor force,1433
2,male,80,Married,1936,1984,white,0,1,College or greater,Works for wages,0,No,57800,130900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1434
1,male,67,Never married,1949,0,white,0,1,College or greater,Self-employed,0,No,84000,84000,0,0,0,6,1,Veteran,NA,NA,0,Not in labor force,1435
1,female,94,Widowed,1922,1947,white,0,1,Less than high school,Self-employed,0,No,0,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1436
1,female,69,Never married,1947,0,white,0,1,College or greater,Works for wages,40,Yes,105000,105000,82000,0,0,0,0,Not a veteran,PM,PM,0,Employed,1437
1,female,87,Widowed,1929,1951,white,0,1,High school,Self-employed,0,No,20000,20000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1438
1,male,66,Never married,1950,0,white,0,1,Less than high school,Works for wages,0,No,19000,19000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1439
1,male,87,Widowed,1929,1950,Black,0,1,Less than high school,Works for wages,0,No,1800,1800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1440
1,female,69,Widowed,1947,1985,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",20740,20740,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1441
2,male,76,Married,1940,1960,white,0,1,College or greater,Works for wages,0,No,1800,18600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1442
6,female,74,Married,1942,1960,white,0,1,High school,Works for wages,0,No,10400,67600,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,1443
2,female,75,Married,1941,1993,white,0,1,High school,Self-employed,40,Yes,74400,142200,0,41500,0,0,0,Not a veteran,NA,NA,0,Employed,1444
2,male,69,Married,1947,1987,Black,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",36100,105100,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1445
1,male,77,Widowed,1939,1961,white,0,1,College or greater,Works for wages,0,No,38200,38200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1446
2,female,66,Married,1950,2002,white,0,1,College or greater,Works for wages,40,Yes,21700,73620,4000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1447
2,male,90,Widowed,1926,1945,Black,0,1,Less than high school,Self-employed,0,No,31200,35700,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1448
1,male,74,Never married,1942,0,white,0,1,High school,Works for wages,0,No,15600,15600,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1449
2,male,70,Married,1946,2012,white,0,1,College or greater,Works for wages,0,No,39000,73000,0,0,0,5,1,Veteran,NA,NA,0,Not in labor force,1450
1,male,87,Widowed,1929,1950,white,0,1,College or greater,Self-employed,0,No,48000,48000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1451
2,male,66,Divorced,1950,1989,white,0,1,College or greater,Works for wages,0,No,34700,64600,0,0,0,6,0,Veteran,NA,NA,0,Not in labor force,1452
3,male,74,Married,1942,2015,white,0,1,High school,Works for wages,0,No,22500,142500,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,1453
2,male,78,Married,1938,1961,white,0,1,College or greater,Works for wages,0,No,101400,160000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1454
2,male,65,Married,1951,1970,white,0,1,High school,Works for wages,0,No,14800,26200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1455
1,female,80,Divorced,1936,1959,Black,0,1,College or greater,Works for wages,0,No,0,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1456
2,male,82,Married,1934,1982,white,0,1,High school,Works for wages,0,No,15500,23400,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,1457
2,female,79,Divorced,1937,1970,white,0,1,High school,Works for wages,0,No,26200,40600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1458
2,female,71,Married,1945,1985,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",60200,113800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1459
2,male,82,Married,1934,1960,white,0,1,College or greater,Works for wages,0,No,52700,80500,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1460
2,male,75,Married,1941,1961,white,0,1,High school,Works for wages,0,No,18500,38200,0,0,0,9,1,Veteran,NA,NA,0,Not in labor force,1461
2,female,81,Widowed,1935,1954,Black,0,1,High school,Self-employed,0,No,16100,274100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1462
1,female,73,Never married,1943,0,white,0,1,High school,Works for wages,0,No,7300,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1463
2,male,65,Married,1951,1976,white,0,1,High school,Works for wages,60,Yes,74000,82500,5000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1464
1,female,70,Divorced,1946,1993,white,0,1,High school,Self-employed,0,No,13400,13400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1465
2,female,78,Married,1938,1957,white,0,1,High school,Self-employed,0,No,2400,72700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1466
2,female,76,Married,1940,1958,white,0,1,High school,Self-employed,0,No,6900,268400,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1467
1,female,68,Widowed,1948,1989,white,0,1,High school,Works for wages,6,Yes,21200,21200,2300,0,0,0,0,Not a veteran,PM,PM,0,Employed,1468
2,female,65,Married,1951,1969,white,0,1,College or greater,Self-employed,30,Yes,14600,61200,0,7500,0,0,0,Not a veteran,NA,NA,0,Employed,1469
1,female,76,Widowed,1940,1957,Black,0,1,Less than high school,Works for wages,0,No,8400,8400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1470
2,female,69,Married,1947,1981,white,0,1,High school,Works for wages,0,No,30000,79000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1471
1,female,83,Widowed,1933,1956,white,0,1,High school,Works for wages,0,No,23000,23000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1472
4,female,86,Never married,1930,0,white,0,1,High school,Works for wages,0,No,14400,56600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1473
1,female,85,Widowed,1931,1949,white,0,1,High school,Works for wages,0,No,42000,42000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1474
2,male,70,Married,1946,2003,Black,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",24000,58000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1475
2,male,72,Married,1944,1963,white,0,1,High school,Works for wages,0,No,27000,48900,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1476
1,male,76,Widowed,1940,2003,white,0,1,High school,Works for wages,0,No,25700,25700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1477
2,male,74,Married,1942,1996,white,0,1,High school,Works for wages,0,No,61000,109000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1478
3,female,72,Married,1944,1962,white,0,1,High school,Works for wages,0,No,8000,114000,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1479
2,male,71,Married,1945,1964,white,0,1,Less than high school,Works for wages,0,"No, but worked 1-5 yrs age",18500,36500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1480
3,male,72,Widowed,1944,1967,white,0,1,High school,Works for wages,0,No,40200,46600,0,0,0,1,0,Veteran,NA,NA,1,Not in labor force,1481
1,female,82,Widowed,1934,1982,white,0,1,High school,Works for wages,0,No,0,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1482
2,male,78,Divorced,1938,1979,white,0,1,College or greater,Self-employed,40,Yes,1300,53000,0,1300,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1483
2,female,79,Married,1937,1969,white,0,1,College or greater,Works for wages,25,Yes,19500,26600,6600,0,0,1,0,Not a veteran,PM,PM,0,Employed,1484
3,female,72,Widowed,1944,1986,Otherse,0,1,College or greater,Works for wages,0,No,15600,28150,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1485
1,female,65,Divorced,1951,1980,white,0,1,High school,Works for wages,0,No,53150,53150,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1486
2,female,78,Married,1938,1971,Otherse,1,1,High school,Works for wages,24,Yes,20900,34700,7200,0,0,0,0,Not a veteran,PM,PM,0,Employed,1487
2,male,66,Married,1950,1987,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",64100,91900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1488
1,female,81,Divorced,1935,1955,white,0,1,College or greater,Works for wages,0,No,15600,15600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1489
1,male,73,Divorced,1943,1989,white,0,1,College or greater,Works for wages,0,No,18300,18300,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1490
2,female,65,Married,1951,1991,white,0,1,High school,Self-employed,0,No,5700,14900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1491
2,female,75,Married,1941,1963,white,0,1,College or greater,Works for wages,0,No,15300,54300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1492
2,female,84,Widowed,1932,1954,white,0,1,College or greater,Self-employed,0,No,60500,60500,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1493
1,male,67,Divorced,1949,1970,white,0,1,High school,Works for wages,0,No,85000,85000,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,1494
1,female,94,Divorced,1922,1973,Black,0,1,College or greater,Works for wages,0,No,75000,75000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1495
1,male,65,Divorced,1951,1983,white,0,1,High school,Self-employed,40,Yes,95500,95500,63000,30800,0,3,0,Veteran,PM,PM,0,Employed,1496
1,female,83,Widowed,1933,1955,white,1,1,College or greater,Works for wages,0,No,13900,13900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1497
2,female,76,Widowed,1940,1964,white,0,1,College or greater,Works for wages,0,No,26000,40300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1498
2,male,73,Married,1943,1963,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",27000,36900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1499
2,male,66,Married,1950,1975,white,0,1,College or greater,Works for wages,0,No,53500,163500,0,0,0,3,1,Veteran,NA,NA,0,Not in labor force,1500
2,male,78,Married,1938,1962,white,0,1,College or greater,Works for wages,0,No,92800,152700,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,1501
3,male,67,Married,1949,2000,white,0,1,College or greater,Self-employed,60,Yes,380000,1048000,0,380000,0,0,1,Not a veteran,PM,PM,0,Employed,1502
2,male,69,Married,1947,2007,white,0,1,High school,Works for wages,0,No,0,7000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1503
2,female,66,Married,1950,1970,white,0,1,High school,Works for wages,40,Yes,44000,117900,44000,0,0,0,0,Not a veteran,PM,PM,0,Employed,1504
2,female,72,Married,1944,1965,Otherse,1,1,High school,Self-employed,0,No,9260,19260,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1505
1,female,95,Widowed,1921,1948,white,0,1,Less than high school,Works for wages,0,No,22904,22904,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1506
2,male,71,Divorced,1945,1962,Black,1,1,Less than high school,Self-employed,40,Yes,33000,66000,0,12000,0,1,0,Veteran,PM,PM,0,Employed,1507
2,male,82,Married,1934,1953,white,0,1,College or greater,Works for wages,0,No,14100,20700,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,1508
2,male,65,Married,1951,1974,white,0,1,High school,Works for wages,0,No,9800,65400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1509
2,male,67,Married,1949,1971,white,0,1,College or greater,Works for wages,0,No,10750,45750,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1510
2,male,95,Married,1921,1982,white,0,1,College or greater,Works for wages,0,No,39300,61900,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1511
1,female,83,Widowed,1933,1950,white,0,1,High school,Works for wages,0,No,19000,19000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1512
2,female,70,Married,1946,2001,white,0,1,High school,Works for wages,0,No,8000,73000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1513
1,female,66,Widowed,1950,1968,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",10060,10060,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1514
2,male,73,Married,1943,1976,white,0,1,College or greater,Works for wages,0,No,68350,95550,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1515
1,female,78,Widowed,1938,1961,Black,0,1,High school,Works for wages,0,No,14000,14000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1516
1,female,77,Never married,1939,0,Otherse,1,1,College or greater,Works for wages,40,Yes,601000,601000,601000,0,0,0,0,Not a veteran,PM,PM,0,Employed,1517
1,female,69,Never married,1947,0,white,0,1,College or greater,Self-employed,30,Yes,33000,33000,0,22000,0,0,0,Not a veteran,PM,PM,0,Employed,1518
1,female,84,Widowed,1932,1950,Otherse,0,1,Less than high school,Works for wages,0,No,7200,7200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1519
1,female,81,Widowed,1935,1953,white,0,0,High school,Works for wages,0,No,0,0,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1520
1,male,85,Widowed,1931,1960,white,0,1,College or greater,Works for wages,0,No,14400,14400,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,1521
3,female,84,Widowed,1932,1987,white,0,1,College or greater,Works for wages,0,No,61100,249120,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1522
2,male,73,Married,1943,1965,white,0,1,College or greater,Works for wages,0,No,282000,304600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,1523
